id,unique_key,name,sku,category,brand,unit,sale price,price,stock
46479,20E13092-F971-4740-B104-01D38A06020B,     SK hynix 4 gb & 8GB 1Rx16 PC4-3200AA-SCO-11 DDR4 Laptop RAM with Service & updating charges,P046478,RAM,Non Brand,pice,900,1400,6
46442,FE686F10-E35A-488D-910B-41878C78AD3D," Brother DCP-T520W Inkjet refill tank system printer (Print/Copy/Scan),Wi-Fi wireless network, Mobile-Print,Print speed black up to 17 IPM & Color 9.5 IPM, Memory 128MB, Print Resolution 1200x 6000 DPI,150 sheets tray,1 Line Display.Warranty:1 Year.",P046441,Printer,Brothers,pice,21000,22000,0
46351,2D700909-FA23-47A3-AA54-379ACB8241CB," Falcon Xtreme Multimedia Soundbar 95 W(BT,USB,Aux Display, Remote) 5:1",P046350,Bluetooth Speaker,Xtreme,pice,7000,7300,0
46355,952C9A78-1DBD-42AE-AEEF-7CCC37656BD4, Original Dell Laptop  Bag,P046354,Bag,DELL,pice,0,1200,4
46211,F583B29B-0236-4201-AFE0-BE274F742577,A Data 128 GB UC310 Black USB 3.2 Mobile Disk  Warranty 5 Years,P046210,Pen Drive,ADATA,pice,900,1000,0
46212,D038E8E2-D2E1-4F34-A333-7455CF64CB43,A Data 128 GB UC310 ECO Green USB 3.2 Mobile Disk  Warranty 5 Years,P046211,Pen Drive,ADATA,pice,900,1000,0
46213,921B4AC9-C02C-4948-83F2-400389EC74D1,A Data 128 GB UR340 Black USB 3.2 Mobile Disk  Warranty 5 Years,P046212,Pen Drive,ADATA,pice,950,1000,0
46214,34C5D873-5A90-416D-90D4-E363F3B5DD4B,A Data 128 GB UV150 Black USB 3.2 Mobile Disk  Warranty 5 Years,P046213,Pen Drive,ADATA,pice,900,1000,0
46215,F28D2F80-7C2F-4085-944B-6E729F50C7A3,A Data 64 GB UC310 Black USB 3.2 Mobile Disk  Warranty 5 Years,P046214,Pen Drive,ADATA,pice,550,600,0
46216,C5530B30-2A98-4CDA-AD96-B72DFF56CF45,A Data 64 GB UR340 Black USB 3.2 Mobile Disk  Warranty 5 Years,P046215,Pen Drive,ADATA,pice,600,650,0
46217,29ADC547-AC99-47F3-B503-B9B9D8736EE8,A Data 64 GB UR350 Black USB 3.2 Mobile Disk  Warranty 5 Years,P046216,Pen Drive,ADATA,pice,600,650,0
46218,906669CC-3EE7-4A62-9DC7-04C210B69621,A Data 64 GB UV128 Black blue USB 3.2 Mobile Disk  Warranty 5 Years,P046217,Pen Drive,ADATA,pice,550,600,1
46219,17B0125D-CE30-4F61-955F-14A2EACB3298,A Data 64 GB UV150 Black USB 3.2 Mobile Disk  Warranty 5 Years,P046218,Pen Drive,ADATA,pice,550,600,0
45565,776E514E-6402-49E9-8369-38F88B06FE2C,A.TECH OP185 US 3D Optical Mouse,P45565,Mouse,A.Tech,pice,90,150,18
45755,3230F621-D9AF-4D29-9B6B-1E722124CBDC,A4 tech BH220 Wireless headset 1 year warranty,P45755,Headphone,A4 Tech,pice,2200,2400,2
45758,C2EB5807-F36C-4CB5-896B-6C860535EB28,A4 Tech bloody G200s Gaming Headset 1 year warranty,P45758,Headphone,A4 Tech,pice,1550,1750,2
45759,1954FB61-94E6-4556-ADC9-0036F741A0FE,A4 Tech bloody MH360 wireless headset 1 year warranty,P45759,Headphone,A4 Tech,pice,2500,2700,1
46758,08A9E7FC-F3E6-42D5-9F41-EDE06F034815,A4 Tech FB12 Fstyler Black Multimode Wireless Mouse 1 Year Warranty,P046757,Mouse,A4 Tech,pice,950,1050,0
46759,CA70F066-C2EF-490F-8FA4-2A62F6B6F3F3,A4 Tech FB50C Plus Fstyler Black  2XClich 3200 DPI 7 Button Multimode Rechargeable wireless Wireless Mouse 1 Year Warranty,P046758,Mouse,A4 Tech,pice,1700,1850,0
46712,55A4BE1F-DFAB-4000-97A6-A1876383343D,A4 Tech FBX53C Black Fstyler Dual Mode BT & 2.4G Scissor Switch Wireless Keyboard only English layout 1 year Warranty,P046711,Keyboard,A4 Tech,pice,2700,2900,0
46760,CFE5E285-6A51-456A-B93D-F46DF75EAA9B,A4 Tech FG20 Fstyler Asil Blue 2.4G Slim Wireless Mouse 1 Year Warranty,P046759,Mouse,A4 Tech,pice,950,1000,0
46761,53238AF5-EE63-437F-9F8A-EA1E654A6837,A4 Tech FG35 Fstyler Grey 2.4G Range 15M Wireless Optical Mouse 1 Year Warranty,P046760,Mouse,A4 Tech,pice,1100,1200,0
45756,6786838D-166D-4C0C-A914-8E6C92396F04,A4 Tech HS-19 Stereo Headset 1 year warranty,P45756,Headphone,A4 Tech,pice,1025,1225,2
45760,1E9457C9-2ED8-4544-8FFF-8DB4C288A4F7,A4 Tech HS-30 Stereo Headset 1 year warranty,P45760,Headphone,A4 Tech,pice,1025,1225,2
45754,1A6D64B9-8C06-4E2A-88BF-FAF6AA4597EE,A4 Tech HS-9 Stereo Headset 1 year warranty,P45754,Headphone,A4 Tech,pice,600,700,3
45757,2A511C39-2C80-4297-A59F-4390E6B1FADD,A4 Tech HU-35 USB Headset 1 year warranty,P45757,Headphone,A4 Tech,pice,1100,1300,1
45801,C9A1264A-49F9-4C5D-A77E-1509CCCD07CB,A4 Tech PK-825P 720P HD Webcam 1 Years warranty,P45801,Webcam,A4 Tech,pice,2100,2300,1
45800,63556F44-BD48-4412-A1EF-B7D8C7B494BF,A4 Tech PK-910H 1080P FHD Webcam 1 Years warranty,P45800,Webcam,A4 Tech,pice,2300,2500,1
45799,85D0E186-42CA-426A-888B-22AC3CF83D79,A4 Tech PK-910P 720P HD Webcam 1 Years warranty,P45799,Webcam,A4 Tech,pice,2300,2500,1
45690,44F53454-AFEE-4FC6-96CE-97D52A8512B3,A4TECH 3000N V-TRACK 2.4G Wireless BANGLA Keyboard 01 Year warranty,P45690,Keyboard,A4 Tech,pice,1650,1899,4
45691,AB93FE49-09EE-4B50-96BA-1B07B4EAA2E2,A4TECH 4200N Wireless Keyboard Mouse Combo 01 Year warranty,P45691,Keyboard,A4 Tech,pice,1575,1800,1
45682,3D61AD51-4C0E-4B15-AC63-2B21003F796E,A4tech B930 TKL USB RGB Light Strike Mechanical Gaming Keyboard Black 01 Year warranty,P45682,Keyboard,A4 Tech,pice,4900,5500,1
45684,A88849FB-9E41-4C97-92C1-ABB0DE8D2364,A4TECH Bloody B135N Neon Backlight Gaming Keyboard 01 year warranty,P45684,Keyboard,A4 Tech,pice,1550,1750,2
45681,4811A884-9927-4ED9-B2D6-47BCAD3147C2,A4TECH Bloody B820R RGB Mechanical USB LK Gaming Keyboard 01 Year warranty,P45681,Keyboard,A4 Tech,pice,5000,5500,1
45683,DD2947F1-DEC1-4723-929B-DF6A99892119,A4tech Bloody S510R Brown Switch RGB Wired Mechanical Gaming Keyboard 01 Year warranty,P45683,Keyboard,A4 Tech,pice,4000,4500,1
45571,8530A669-F90B-4083-9BF5-0EDABD5709C4,A4TECH FB35C Fstyler Dual Mode Recharegable Bluetooth & 2.4G Wireless Mouse 01 Year warranty,P45571,Mouse,A4 Tech,pice,1400,1550,3
45689,345C2AC3-87BE-4DAF-B6A1-7E71F7847BBD,A4TECH FG1010 Wireless Keyboard Mouse Combo with Bangla 01 Year warranty,P45689,Keyboard,A4 Tech,pice,1800,2000,1
45573,A2491FA3-EC26-4A4C-940B-D9C5AE2030CA,A4TECH FSTYLER FB10CS Rechargeable Wireless Mouse 01 Year warranty,P45573,Mouse,A4 Tech,pice,1300,1500,1
45686,BB7F9909-BA2F-4DA1-B913-417B78953B6A,A4TECH FSTYLER FBX51C Bluetooth & 2.4G Scissor Switch Keyboard 01 Year warranty,P45686,Keyboard,A4 Tech,pice,2300,2500,2
45688,69E30A3A-0634-469A-8DA4-318C3C438C5C,A4TECH FSTYLER FG1112 2.4G Power Saving Compact Desktop Set 01 Year warranty,P45688,Keyboard,A4 Tech,pice,1700,1850,1
45572,026F64F8-BCBA-4179-AD6E-B72C8412623D,A4TECH Fstyler FG15C Air2 Dual-Mode Rechargeable Wireless Mouse 01 year warranty,P45572,Mouse,A4 Tech,pice,1100,1250,5
45687,99A0FAB1-A2C5-4C1D-8A57-D0F05581BEB6,A4TECH FSTYLER FK11Multimedia Compact Keyboard 01 Year warranty,P45687,Keyboard,A4 Tech,pice,875,1000,2
45579,3C6D0EE7-DD4A-45B4-8C35-810832FAA65A,A4TECH G3-200N wireless optical mouse 01 year warranty,P45579,Mouse,A4 Tech,pice,750,950,10
45580,F9E89AE8-00AC-474E-8727-0CF1CE04AFF1,A4TECH G3-280N wireless optical mouse 01 year warranty,P45580,Mouse,A4 Tech,pice,750,950,1
45578,3843AAD4-6684-409F-BDE0-456BDC08F261,A4TECH G3-300N wireless optical mouse 01 year warranty,P45578,Mouse,A4 Tech,pice,750,950,5
45685,60E22E68-8A37-4C55-B452-C53F52A865FB,A4TECH KRS-82 Naturla A FN Keyboard 01 Year warranty,P45685,Keyboard,A4 Tech,pice,725,999,8
45581,6931604B-1D91-4971-B600-47DD168F6D07,A4TECH N-70FX optical office mouse 01 year warranty,P45581,Mouse,A4 Tech,pice,800,1000,1
45576,755FF9A6-D559-45EB-9483-2389309CDCD5,A4TECH OP-330  Optical Mouse 01 Year warranty,P45576,Mouse,A4 Tech,pice,350,400,6
45575,54535D61-3075-4B6D-AFE4-E50D34CB245A,A4TECH OP-620D 2X Click Optical Wired Mouse 01 Year warranty,P45575,Mouse,A4 Tech,pice,450,499,7
45577,76F33CE0-F2DE-437C-AD97-C5FB1682D97E,A4TECH OP-720 Optical Mouse 01 Year warranty,P45577,Mouse,A4 Tech,pice,350,400,3
45574,94FB3291-0738-4A1C-8CBD-78A371A21574,A4TECH OP-730D 2X Click Optical Wired Mouse 01 Year warranty,P45574,Mouse,A4 Tech,pice,450,499,8
46347,10EA8219-DCB1-448B-B985-4D183B4F6717,"Acer Aspire 5M-A515-58GM(UN.KQ4SI.004) Gaming Laptop Intel Core i5 13 th Gen Processor -13420H Up to4.60GHz,8GB DDR4 RAM 512GB NVMe SSD Nvidia RTX2050 4GB GDDR6 Graphics 15.6"" FHD Win 11 Grey  2 Years Warranty S/N;UNKQ4SI004405067640700 With Bag",P046346,Laptop,Acer,pice,87000,92000,0
46072,CBD1BE33-8D09-493B-A22F-CBC0C0E5A228,Acer Laptop adapter 19V 3.42A,P046072,Adapter,Non Brand,pice,285,400,3
46482,A2829458-F88D-4350-A525-EB820D0C0DC7,Acer Notebook Acer Aspire 3 A325-53UN.34YSI.002) Core i5 -1334U 8GB 3200Mhz NVME 512 GB GEN4 FHD 15.6 inch IPS 4 cell 54 WHR Blue 2 (Two)  Years Warranty (One year on Battery & Adapter)  S/N:UN34YSI002442085B00700  with Acer Branded Laptop Carry BagYears ,P046481,Laptop,Acer,pice,68000,68500,0
46748,21DEC6C7-6F1E-4DA5-94CC-845769729312,"Acer SA222Q  Ultra Slim Monitor, 21.5 inch, FHD, IPS, VGA, HDMI & 1WX2 Speakers, 1ms, 100Hz, White  3 Years Warranty",P046747,Monitor,Acer,pice,11700,12500,0
45476,354A9A92-FE29-4767-83C6-0368A8CD6C4A,"Acer SA222Q Ultra Slim 21.5"" 100Hz IPS FHD Monitor",P00005,Monitor,Acer,pice,11500,11700,1
46133,F0D72A57-0475-4F63-8EA4-D89273F60D5D,Acer wireless mouse  M300R,P046133,Mouse,Non Brand,pice,200,250,5
46120,E74F5274-FBEC-49B0-830D-AC357C42760A,AD Passive video Balun,P046120,Balun,Non Brand,pice,70,100,18
46356,D0210B59-5BF6-4132-ADD8-977D86F5CB9A,Adata 128 GB  UR350 Black USB 3.2 Mobile Disk  5 Years Warranty,P046355,Pen Drive,ADATA,pice,950,1050,0
46544,73BCC49F-DB5F-4967-9EE1-4BAA4BB3659A,Adata 128GB Class A1 microSDXC Memory Card  warranty life time,P046543,Memory Card,ADATA,pice,950,1100,0
45633,F4B3FBED-FEF5-48C1-BB57-A4DC41755193,Adata 4 GB DDR4 2666 BUS Desktop Ram,P45633,RAM,ADATA,pice,1800,2000,2
46545,18ACD6E6-63A5-4AE3-BB20-3369A0B70AEC,Adata 64GB Class A1 microSDXC Memory Card  warranty life time,P046544,Memory Card,ADATA,pice,550,600,0
46241,DCC3450C-F6EE-4701-9491-3F55EC1DDC72,Adata C100 Black 10000 Mah Power bank  Warranty  1 Year,P046240,Power Bank,ADATA,pice,1400,1600,0
46242,67AF80A9-0757-4F68-A3DB-FE1FE74DBC52,Adata C20 Black 20000 Mah Power Bank warranty 1 year,P046241,Power Bank,ADATA,pice,2000,2200,0
45606,2DA2EF9D-19E3-4DB5-9DC0-37271927902C,ADATA CHOICE UC300 128GB USB 3.2 Type-C Pen Drive,P45606,Pen Drive,Acer,pice,950,1150,2
45496,AFEDD213-9BD8-49F6-A09E-D0D32D048332,ADATA HD680 1TB Portable HDD 03 Years warranty,P000025,Hard Disk Portable,ADATA,pice,6100,6500,1
46542,4B61E737-4438-4A01-8359-D383F803E6AC,Adata High -Endurance 256 BG UHS-1 Class 10 micro SDXC Card warranty Life time,P046541,Memory Card,ADATA,pice,2800,3200,0
46543,DBD14E4D-AD15-4243-A2F7-C027561FFDA8,Adata High -Endurance 512 BG UHS-1 Class 10 micro SDXC Card warranty Life time,P046542,Memory Card,ADATA,pice,5300,5800,0
45501,8C170833-9A72-4268-8AC9-D72806B52845,Adata LEGEND 710 1TB M.2 PCIe Gen3 x4 NVMe SSD 03 years warranty,P000029,SSD,ADATA,pice,8950,10500,1
45497,AEB85F4E-6A96-4470-BF2F-A2ABC0BFF092,Adata LEGEND 710 256GB M.2 PCIe Gen3 x4 NVMe SSD 3 years warranty,P000026,SSD,ADATA,pice,3100,3300,3
45504,3ACB63FF-EE2C-4F46-A840-C38AE8D1DBFF,Adata LEGEND 710 512GB M.2 PCIe Gen3 x4 NVMe SSD 3 years warranty,P000032,SSD,ADATA,pice,4950,5100,2
45502,6D012927-2156-4E7F-9089-9AD5351083F7,Adata LEGEND 960 1TB PCIe Gen4 x4 M.2 2280 SSD 3 years warranty,P000030,SSD,ADATA,pice,11500,12000,1
46582,91492BFF-D8C9-492D-A537-4DBB8C9CF041,Adata Legent 860 1TB Gen 4  2280 M.2 PCLe NVMe  Solid State Drive   5 Years Warranty,P046581,SSD,ADATA,pice,8500,9000,0
46330,9E0840C9-EC2E-4615-93B2-46BAE886D6C8,Adata Legent 900 512GB Gen 4  2280 M.2 PCLe NVMe  Solid State Drive   5 Years Warranty S/N#20362L298BKU,P046329,SSD,ADATA,pice,5600,6500,0
45607,770A8995-9D4A-4510-82D3-F7BDFD0BBC18,ADATA Premier 256GB MicroSDXC UHS-I Memory Card,P45607,Memory Card,ADATA,pice,2400,2500,3
46243,686E0E90-F19E-4873-820B-C70151CD0B01,Adata R100 Black 10000 Mah Wireless charger with magnetic Power Bank warranty 1 year,P046242,Power Bank,ADATA,pice,3500,3700,0
46460,5D430A42-BF8A-4469-A073-94EAE07B4762,Adata SE880 1TB Gray Type -C External Solid State Drive  5 Years Warranty,P046459,SSD External ,ADATA,pice,10500,11000,0
46462,C68AF673-2EC5-42BE-8055-EA6347695D10,Adata SE880 2TB Gray Type -C External Solid State Drive  5 Years Warranty,P046461,SSD External ,ADATA,pice,17800,21500,0
46461,1C32DCC9-B932-4717-8365-1919E84A5406,Adata SE880 500  Gray Type -C External Solid State Drive  5 Years Warranty,P046460,SSD External ,ADATA,pice,6000,6200,0
45507,DBABD931-9711-40F2-A829-6B0DC3EF4D55,Adata SU650 120 GB 2.5 Inch SATA SSD 3 years warranty,P000035,SSD,ADATA,pice,1625,1800,4
45503,8E91EDC4-95E9-4CD2-AFF3-B3C4FB0A76F1,Adata SU650 1TB 2.5 Inch SATAIII SSD 3 years warranty,P000031,SSD,ADATA,pice,8600,9000,2
45506,C8C4C319-3AE5-44A9-9FCA-3021CC07C60E,"Adata SU650 256GB 2.5"" SATA SSD 3 years warranty",P000034,SSD,ADATA,pice,2775,2975,2
45498,685EB1B0-62F8-4EEC-9A4E-E966C49743F5,ADATA SU650 256GB M.2 2280 SATA 3D NAND Internal SSD 3 years warranty,P000027,SSD,ADATA,pice,2775,3000,3
45515,8BADD2DF-28FF-47F9-927F-16CE6C2D291C,Adata SU650 480 GB SSD 03 years warranty,P000043,SSD,ADATA,pice,3600,3800,1
45505,DCFA90AD-60E8-4BB6-A5CC-205B56AEF0F8,"Adata SU650 512GB 2.5"" SATA SSD 3 years warranty",P000033,SSD,ADATA,pice,4700,4900,2
45603,A70A2880-E77B-41C9-A246-CF2EC752AF66,ADATA UC310 256GB USB 3.2 Pen Drive,P45603,Pen Drive,Acer,pice,1850,2500,2
45602,626B6D04-C45C-4E63-8459-15F43B38722D,ADATA UC310 ECO 256GB USB 3.2 Pen Drive,P45602,Pen Drive,Acer,pice,1850,2500,2
45605,FA5E7574-928F-49D7-94E4-5115FFB02DD3,ADATA UV128 128GB USB 3.2 Pen Drive,P45605,Pen Drive,Acer,pice,750,950,4
45604,72449CC9-BF13-4EC8-B267-7FD0960A2D00,ADATA UV128 256GB USB 3.2 Pen Drive,P45604,Pen Drive,Acer,pice,1700,2000,3
45499,BA658599-F1E4-4599-8B6B-FC1C5E5D8349,ADATA XPG SX6000 Lite 128GB M.2 NVMe SSD 3 years warranty ,P000028,SSD,ADATA,pice,1900,2100,3
46087,F7B3B994-F281-4669-93BF-EF0D29B2A08E,AFOX IH110D4-MA5 INTEL IH110D4-MA5 MICRO ATX MOTHERBOARD    Warranty 2 years,P046087,Motherboard,Afox,pice,5900,6100,2
45529,B6D774AF-1FA9-4FE2-B5E2-D67B556CAA82,Afox IH610D4-MA-V2 DDR4 12th/13th gen Intel LGA1700 Socket Motherboard  3 years warranty,P000057,Motherboard,Afox,pice,7950,8300,1
46305,E16A0D9C-D8ED-495B-AC14-EFC423543446,Alfa Wireless N Adapter  UW10S,P046304,Adapter,Non Brand,pice,180,280,2
46280,2A2E0DEC-41C2-45F0-828C-07D689094BB3,"AMD Ryzen 5  5600 6 Core ,12 Thread Processor 4.4Ghz Max Boost,3.5Ghz Base Discrete Graphics Card Required  Socket AM4, Cooler not included 35 MB Cache Unlocked part #100-000000927 3 Years Warranty",P046279,Processor ,AMD Ryzen,pice,13000,13200,1
46523,102AC653-F624-4225-9CA1-868E27613F4F,AMD Ryzen™ 7 7700 8 Cores AM5 TDP  65watt  Gaming Processor  3 Years Warranty(No warranty for Fan/Cooler)S/L#9AMT019R50133 ,P046522,Processor ,AMD Ryzen,pice,22800,24000,0
46340,97C634F8-E373-4AFB-821C-2D9FF9035670,"Apacer 128 GB MicroSDXC UHS -1 U1, Class10. R100 (AP128GMCXS10UB-R) 5 Years Warranty",P046339,Memory Card,Apacer,pice,1180,1400,0
46339,02DC94BF-EB67-4F8A-ABE8-B7D24BA86822,Apacer AS340 2.5'SATA III 120 GB Solid Stata Drive  3 Years Warranty,P046338,SSD,Apacer,pice,1400,1600,0
46751,69238F5D-D560-448E-97E0-7585D32E0BD2,"Apacer AS350 2.5"" SATA !!! SSD, 256GB, (AP256GAS350-1)  3 Years Warranty",P046750,SSD,Apacer,pice,3550,3800,0
46785,78C2ECA2-F2AF-42FD-B5D1-F4553CFC66EA,API test product,P046784,Charger,Baseus,pice,1,2,5
46596,6835F5E5-C2B1-49A7-9AC2-D5398253CA13,Apollo  1200 Va off line UPS 1 Year warranty,P046595,UPS,Apollo ,pice,6700,6900,0
46607,9C012D36-3838-43BA-B4C3-3C6E8B806F5A,Apollo 650 VA 300W off line UPS 1 year warranty /L#310044584F42049302483,P046606,UPS,Apollo ,pice,3200,3400,0
46353,EA96B57F-0579-4232-9B26-248F0151FCE1,Apple MacBook Air(2022) Apple M2 Chip 13.6 inch Liquid Retina Display 8GB RAM 256 GB SSD Midnight (MLY33LL/A/MLY33ZP/A)    S/N: G2YV90TQCR 1 Year Warranty,P046352,Laptop,Apple,pice,105500,109000,0
46720,189AB96F-5D0C-4990-BF71-17B5288D6E94,Apple USB-C to Lighting Cable 1 Meter White,P046719,Cable,Apple,pice,900,1100,0
46756,8C329486-D8DD-4FAC-A4BD-9FA0187CEE6A,"ARKTEK H110M EG Motherboard, Chiset H110, Intel 6th/7th/8th/9th Gen, Socket 1151,  3 years warranty 3 years  Warranty",P046755,Motherboard,ARKTEK,pice,5650,6500,0
46752,26F7CBBB-04A9-49A8-9077-2504E9C5DC3D,"ARKTEK H310M Motherboard, Chiset H310, Intel 8th/9th Gen, Socket 1151, 3 years  Warranty",P046751,Motherboard,ARKTEK,pice,6300,6800,0
46753,D6D1AC9B-025A-4E29-B208-6717D821B0DE,"ARKTEK H81M  EL Motherboard, Chiset H81, Intel 4th Gen, Socket 1150, 3 years  Warranty",P046752,Motherboard,ARKTEK,pice,4600,5000,0
45651,4F4AC272-9674-4E3D-9CC7-B9CC03ACA255,Astrum CP 200 Cooling pad,P45651,Laptop Stand/Cooler,Astrum,pice,1000,1200,4
46027,6DA1DF4A-9324-4855-BF41-D0D1829741DB,Astrum HDMI HD102 Cable 2M,P46027,HDMI Cable,Astrum,pice,190,250,9
45761,4F7A7ECC-296F-429D-8C08-66F2127F611F,Astrum HT310 Wireless headset ,P45761,Headphone,Astrum,pice,1000,1200,7
45667,CE3BC728-2905-4AEE-9D9B-34F96A1F58E1,Astrum KB350 MINI DESKTOP KEYBOARD,P45667,Keyboard,Astrum,pice,400,500,9
45692,A9D302A2-954F-4A61-A1C7-0747C8902340,Astrum KW270 Wireless Keyboard Mouse Combo ,P45692,Keyboard,Astrum,pice,800,1000,6
46067,E9FB08BD-CA9D-4763-B59E-3DE1B66D4D64,Asus Laptop Adapter 19V 2.37 A 40135,P046067,Adapter,Non Brand,pice,330,450,1
46066,D476DD8F-748F-478E-BAA2-AA7889202A63,Asus laptop Adapter 19V 3.42A 2.5MM Big,P046066,Adapter,Non Brand,pice,300,450,5
46369,073E50E9-3518-4164-86DF-578426FD5F30,Asus Original Adapter X441U Series Laptop S/l#2023002778  1 Month Warranty,P046368,Adapter,Asus,pice,1000,1200,0
45895,C3A54B64-69C5-4AE4-B5BB-CE187A7E21C1,ASUS RT-N12+ 300Mbps Router 2 year warranty,P45895,Router,Asus,pice,2080,2230,2
45474,6018EAD5-708C-463D-BBD5-5C693F3DBFAB,"Asus VA229HR 21.5"" IPS Eye Care Monitor",P00003,Monitor,Asus,pice,15500,16000,1
46200,9B3AE9E5-8CD5-4CFF-8572-6FB9728C2DCF,"ASUS VA229QSB Eye  care Monitor 21.5cinch  FHD (Full HD 1920X1080 ),IPS Monitor frameless ,75Hz Adaptive-Sync/FreeSyne Displayport,HDMI ,Eye Care Low blue light Flicker Free Wall Mountable ,Ergonomic Stand, 3 Years Warranty",P046199,Monitor,Asus,pice,17500,20500,0
46201,87A3663D-ED0D-493D-A522-2BCEC1038F22,Asus Vy229HF 100Hz Eye care 21.45 inch FHD IPS  Smooth Gaming Monitor 3years Warranty,P046200,Monitor,Asus,pice,13000,13500,0
45708,63BFE3ED-EAFD-44D0-AD99-D22C3DDE1620,Aula F2088 Game Mchanical Keyboard 01 year warranty,P45708,Keyboard,Aula,pice,3200,3800,2
46207,651A1B24-C9BD-4BFB-BCCB-22D032A12376,Bajeal HDMI to DVI 1.5 m Monitor cable,P046206,Cable,Non Brand,pice,400,500,1
46143,38723945-C1C2-4CC3-8858-959648D05CA0,Baseus Air Joy Series 4-Port USB A HUb Adapter  Model BS-OH094,P046143,Hubs & Docks,Baseus,pice,1370,1450,0
46008,7A4C158D-AB63-42A7-8E1F-3E9CAEF962B2,Baseus Bluetooth Receiver Adapter BA04 Black ZJBA000001,P046007,Bluetooth Receiver,Baseus,pice,450,550,2
46049,4EFD3060-5192-4581-8ED0-BB3BA8695F2B,Baseus power bank 22.5 w,P046049,Power Bank,Baseus,pice,2250,2450,1
46164,416BCAA8-5264-4ABB-9259-313003AB4573,Baseus Type-C to RJ45 lan port ethernet adapter BS-OH004,P046164,Adapter,Baseus,pice,1300,1400,2
46142,6FDDD753-5DF0-422D-887C-573A36518830,Baseus UltraJoy Series 4-Port USB 3.0 Expension,P046142,Hubs & Docks,Baseus,pice,870,1050,0
46163,2DEB38F0-D7EF-4041-9E9F-401A65D209EB,Baseus USB cable for i phone 2.4A 1 m  TPE,P046163,Cable,Baseus,pice,300,350,3
46385,079AAE86-0A40-402F-BC0E-AB112819352A,Battery Asus ORG K401 Battery b31N1424    S/L#IS=M39006  1 Year Warranty,P046384,Battery,Asus,pice,3600,3800,0
45480,1F3CC839-B08E-451A-A9EF-EF4983CD9F7D,"BenQ GW2283 21.5"" Eye-care Stylish Full HD IPS Monitor VGA, HDMI & 1wX2 Speakers Black  3 years Warranty   ",P00009,Monitor,BenQ,pice,12700,13000,2
46513,1635C968-16E3-44D4-88EC-C954A5FB2AF4,Biostar & F&D  Mouse Pad,P046512,Mouse Pad,Non Brand,pice,32,50,20
45905,3E2398B6-F6DC-45E4-AC52-544E83D03EAD,Bitdefender Internet Security 1 Year License 1 Device,P45905,Anti Virus ,Bitdefender,pice,600,799,12
45906,9E95D4C4-E88A-4FBA-98B0-91BDC2187093,Bitdefender Internet Security 1 Year License 3 Device,P45906,Anti Virus ,Bitdefender,pice,1050,1200,1
46444,4AEAC326-A12F-43C4-B873-064B76EE556D,Boya By-M1 Pro  Universal Lavalier Microphone  Model M1 Pro,P046443,Microphone,Boya,pice,1760,1860,1
46719,413C3359-74CF-44EA-AA14-DC29276415AA,Boya BY-V20 2.0 2.4GHz Wireless Microphone (1+2 for type-C) for Type-C Device's 2 Years Warranty,P046718,Microphone,Boya,pice,3600,3800,0
46131,46BE1EE5-9F61-4057-9887-3F07E227B37C,Boya Lavalier microphone BY-M1,P046131,Headphone,Non Brand,pice,360,460,5
46259,68E15717-A3DB-49CC-B320-D0D2359CAB57,Boya Lavalier microphone BY-M1 original,P046258,Microphone,Boya,pice,800,1000,2
46480,D41564D7-B9FD-4534-BB5F-ED909CF1D77F,Boya Universal Lavalier Microphone BY-M1S,P046479,Microphone,Boya,pice,1050,1200,0
46258,0891BD25-F5AC-4E20-8A42-3253FC8C74DC,Boya Universal Lavalier Microphone BY-Mm1 Pro,P046257,Microphone,Boya,pice,1760,2000,2
45766,CC354DC5-88AD-4696-B6F8-628D655ABBA7,Brother BT5000C ,P45766,Color,Brothers,pice,850,900,5
45767,EF76B87A-ED58-4034-A189-1C9059D1C12C,Brother BT5000M ,P45767,Color,Brothers,pice,850,900,8
45768,7D050869-AD78-494F-9C47-280DFB953B36,Brother BT5000Y,P45768,Color,Brothers,pice,850,900,6
46352,21F77407-6B6F-4CC0-9031-753D92E716AC,"Brother Ink Jet Printer DCP -t420W, print SPEED 17ipm,Colour 9 IPM,WIFI, 1 Year Warranty   S/L#E80718G3H726831",P046351,Printer,Brothers,pice,18000,18500,0
45970,644A29F7-E163-4EC0-95A7-324622CB520A,"Brother Ink Jet Printer DCP-T220 Multi-Function  Print Speed 17 IPM, Color 9 IPM,  1 Year Warranty",P045970,Printer,Brothers,pice,15700,16500,1
46707,BAC857BC-4392-4C59-A285-376D017980F0,BTD-60BK Black ink crtg for Brother DCP-T 310/T 510/T 710/T 910DW,P046706,Color,Brothers,pice,950,1020,1
46236,2ABC4799-7510-4837-B837-F7D9D26430C4,"C13T00V1, Epson Black (003 DYE) 65ML Ink Bottle  For L3210,L3250,L1110,L1250, L5290 ,L1105 No warranty",P046235,Color,EPSON,pice,520,620,0
46237,09AE7C2A-791A-4F1D-BF91-B30AEE59EBAE,"C13T00V2, Epson CYAN (003 DYE) 65ML Ink Bottle  For L3210,L3250,L1110,L1250, L5290 ,L1105 No warranty",P046236,Color,EPSON,pice,650,750,0
